;title;preis;Bildschirmdiagonale (cm/Zoll);Bildschirmauflösung;Touchscreen;Bildqualität;Bildschirmdiagonale (cm);Bildschirmdiagonale (Zoll);Bildverhältnis;Paneltyp;Bildschirmmerkmale;Arbeitsspeicher-Typ;Arbeitsspeicher-Größe;Arbeitsspeicher-Konfiguration;Prozessor;Prozessor-Marke;Prozessor-Modell;Prozessor-Nummer;Prozessor-Taktfrequenz;Anzahl Prozessorkerne;Anzahl Threads;Prozessor-Taktfrequenz mit Turbo;Helligkeit;Intel Optane;Grafikkarte;Grafikkarte Hersteller;Festplatte 1;Festplattentyp 1.Festplatte;Bildschirmtyp;Cache-Speicher Typ;Speichergeschwindigkeit;Cachegröße;Chipsatz;Gesamtanzahl Steckplätze;Interner Speicher;Festplattenkapazität 1. Festplatte;Bildschirmkontrast;Regulierbare Helligkeit;LED Hintergrundbeleuchtung;Anzahl installierter Festplatten;Touchscreen-Typ;SSD-Speicher;Grafikspeicher-Typ;Gesamter Speicherplatz in GB;Anschlüsse;Curved display;Grafikspeicher dediziert;max. unterstützter Speicher;Leistungsmerkmale;WLAN;Bluetooth;Betriebssystem;Integriertes Mikrofon;Tastaturbelegung;integrierte Webcam
"https://www.mediamarkt.de/de/product/_huawei-matebook-d14-notebook-mit-14-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-irisr-xe-grafik-space-gray-2851199.html
";"HUAWEI MATEBOOK D14, Notebook mit 14 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, Iris® Xe Grafik, Space Gray
Produkt bewerten| Art.-Nr. 2851199 | HUAWEI";899.;35.56 cm / 14 Zoll;1920 x1080 Pixel;;Full-HD;35.56 cm;14 Zoll;;;4.8 mm schmaler Rahmen und 84% Screen-to-Body-Ratio und entspiegeltes Display, IPS Technologie;DDR4;16 GB;;Intel® Core™ i5-1155G7 Prozessor 8 MB Cache, bis zu 4,50 GHz;Intel®;Core™ i5;i5-1155G7;2.5 GHz;;;4.5 GHz;300 cd/m²;;Iris® Xe Grafik;Intel;SSD , 512 GB;SSD;;;;;;;;;;;;;;Ja;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-laptop-go-2-i5-8gb256gb-sandstein-notebook-mit-1245-zoll-display-touchscreen-intelr-coretm-i5-prozessor-8-gb-ram-256-gb-ssd-uhd-grafik-sandstein-2805932.html
";"MICROSOFT Surface Laptop Go 2 - i5 8GB/256GB Sandstein, Notebook mit 12,45 Zoll Display Touchscreen, Intel® Core™ i5 Prozessor, 8 GB RAM, 256 GB SSD, UHD-Grafik, Sandstein
Produkt bewerten| Art.-Nr. 2805932 | MICROSOFT";679.–;31.6 cm / 12.45 Zoll;1.536 x 1.024 Pixel;Ja;;31.6 cm;12.45 Zoll;;;;LPDDR4X;8 GB;;Intel® Core™ i5-1135G7 Prozessor 8 MB Cache, bis zu 4,20 GHz);Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;;4.2 GHz;;;UHD-Grafik;Intel®;SSD , 256 GB;;;Intel Smart Cache;;8 MB;;;;;;;;1;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_asus-tuf-gaming-fx706hc-hx007w-notebook-mit-173-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-geforce-rtx-3050-schwarz-grau-2755098.html
";"ASUS TUF Gaming A17 (FX706HC-HX007W), Notebook mit 17,3 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, GeForce RTX 3050, Schwarz, Grau
4.6 (16)| Art.-Nr. 2755098 | ASUS";1049.–;43.9 cm / 17.3 Zoll;1.920 x 1.080 Pixel;Nein;Full-HD;43.9 cm;17.3 Zoll;;IPS (In-Plane Switching);;DDR4;16 GB;2 x 8 GB;Intel® Core™ i5-11400H Prozessor (12M Cache, bis zu 4,50 GHz);Intel®;Core™ i5;i5-11400H;2.7 GHz;6;;;250 cd/m²;;;;;;IPS;;3.200 MHz;;;;;;800:1;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_dell-inspiron-5620-notebook-mit-16-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intel-iris-xe-graphics-platin-silber-2814056.html
";"DELL Inspiron 16 5620, Notebook mit 16 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Platin, Silber
4.4 (40)| Art.-Nr. 2814056 | DELL";799.;40.6 cm / 16 Zoll;1920 x 1200 Pixel;Nein;;40.6 cm;16 Zoll;;;;DDR4;8 GB;1 x 8 GB;Intel® Core™ i5-1235U Prozessor 12 MB Cache, bis zu 4,40 GHz, mit IPU;Intel®;Core™ i5;i5-1235U;3.3 GHz;10;;4.4 GHz;250 cd/m²;;;;;;WVA;;3200 MHz;;;;;;1000:1;;Ja;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_samsung-galaxy-book2-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intelr-irisr-xe-graphite-2794318.html
";"SAMSUNG Galaxy Book2, Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel® Iris® Xe, Graphite
Produkt bewerten| Art.-Nr. 2794318 | SAMSUNG";769.;39.6 cm / 15.6 Zoll;1920 x 1080;;Full-HD;39.6 cm;15.6 Zoll;16:9;IPS (In-Plane Switching);TFT-IPS, 16 Mio. Farben;LPDDR4X;8 GB;1x 8 GB;Intel® Core™ i5-1235U-Prozessor 12 MB Cache, bis zu 4,40 GHz;Intel®;Core™ i5;i5-1235U;1.2 GHz;;;4.4 GHz;300 cd/m²;;;;;;;Intel Smart Cache;4266 MHz;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-pro-8-convertible-mit-13-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-256-gb-ssd-intelr-irisr-xe-grafik-graphit-2763010.html
";"MICROSOFT Surface Pro 8, 2 in 1 mit 13 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 256 GB SSD, Intel® Iris® Xe-Grafik, Graphit
4.2 (19)| Art.-Nr. 2763010 | MICROSOFT";999.;33 cm / 13 Zoll;2.880 x 1.920 Pixel;Ja;;33 cm;13 Zoll;3:2;;;LPDDR4X;8 GB;;Intel® Core™ i5-1135G7 Prozessor (bis zu 4,20 GHz mit Intel® Turbo-Boost-Technik 2.0, 8 MB Intel® Cache);Intel®;Core™ i5;i5-1135G7;2.40 GHz;4;;4.20 GHz;;;Intel® Iris® Xe-Grafik;Intel;;;PixelSense Flow;;;8 MB;;;;;;;;;Kapazitiver Touchscreen;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_medion-erazerr-defender-p10-md-62242-core-gaming-notebook-mit-173-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-1-tb-ssd-geforce-rtxtm-3060-schwarz-2738300.html
";"MEDION ERAZER® Defender P10 (MD 62242), Core Gaming Notebook mit 17,3 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 1 TB SSD, Nvidia GeForce RTX™ 3060, Schwarz
Produkt bewerten| Art.-Nr. 2738300 | MEDION";1349.–;43.9 cm / 17.3 Zoll;1.920 x 1.080 Pixel;;Full-HD;43.9 cm;17.3 Zoll;16:9;AHVA (Advanced Hyper-Viewing Angle);144 Hz;DDR4;16 GB;2 x 8 GB;Intel® Core™ i5-10300H Prozessor (bis zu 4,50 GHz mit Intel® Turbo-Boost-Technik 2.0, 8 MB Intel® Cache);Intel®;Core™ i5;i5-10300H;2.5 GHz;4;8;4.5 GHz;;;;;;;FHD AHVA;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_dell-inspiron-3511-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intel-iris-xe-graphics-schwarz-2814060.html
";"DELL Inspiron 15 3511, Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Schwarz
4.5 (137)| Art.-Nr. 2814060 | DELL";699.;39.6 cm / 15.6 Zoll;1920 x 1080 Pixel;;Full-HD;39.6 cm;15.6 Zoll;16:9;;Helligkeit220 cd/m², Pixeldichte141 ppi, RGB-Farbraum NTSC, Farbskala 45%;DDR4;8 GB;;Intel® Core™ i5-1135G7 Prozessor 8 MB Cache, bis zu 4,20 GHz;Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;;4.2 GHz;220 cd/m²;;Intel Iris Xe Graphics;;;;WVA;;2666 MHz;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_msi-gf63-thin-11uc-642-gaming-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-geforce-rtxtm-3050-laptop-gpu-schwarz-geburstetes-aluminium-2784464.html
";"MSI GF63 THIN 11UC-642, Gaming Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, GeForce RTX™ 3050 Laptop GPU, Schwarz, gebürstetes Aluminium
4.5 (2)| Art.-Nr. 2784464 | MSI";899.;39.6 cm / 15.6 Zoll;1.920 x 1.080;;Full-HD;39.6 cm;15.6 Zoll;;;;GDDR4;8 GB;;Intel® Core™ i5-11400H Prozessor (12 MB Cache, bis zu 4,50 GHz);Intel®;Core™ i5;i5-11400H;2.20 GHz;6;;4.5 GHz;;;GeForce RTX™ 3050 Laptop GPU;NVIDIA®;;;Wide View (IPS-Level);;;;;;;;;;;;;Ja;GDDR6;;;;4 GB;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-pro-8-convertible-mit-13-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-256-gb-ssd-intelr-irisr-xe-grafik-platin-2763007.html
";"MICROSOFT Surface Pro 8, 2 in 1 mit 13 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 256 GB SSD, Intel® Iris® Xe-Grafik, Platin
4.3 (18)| Art.-Nr. 2763007 | MICROSOFT";999.;33 cm / 13 Zoll;2.880 x 1.920 Pixel;Ja;;33 cm;13 Zoll;3:2;;;LPDDR4X;8 GB;;Intel® Core™ i5-1135G7 Prozessor (bis zu 4,20 GHz mit Intel® Turbo-Boost-Technik 2.0, 8 MB Intel® Cache);Intel®;Core™ i5;i5-1135G7;2.40 GHz;4;;4.20 GHz;;;Intel® Iris® Xe-Grafik;Intel;;;PixelSense Flow;;;8 MB;;;;;;;;;Kapazitiver Touchscreen;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_lenovo-yoga-slim-7i-premium-slim-notebook-mit-14-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intel-iris-xe-grafik-moosgrun-2776182.html
";"LENOVO Yoga Slim 7i, EVO, Premium Slim Notebook mit 14 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel Iris Xe Grafik, Moosgrün
Produkt bewerten| Art.-Nr. 2776182 | LENOVO";799.;35.56 cm / 14 Zoll;1920 x 1080 Pixel;;Full-HD;35.56 cm;14 Zoll;16:9;;matt, 100 % sRGB;DDR4;8 GB;;Intel® Core™ i5-1135G7 Prozessor (8 MB Cache, bis zu 4,20 GHz);Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;8;4.2 GHz;300 cd/m²;;;;;;IPS;;3200 MHz;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_gigabyte-g5-md--mit-16-gb-ddr4-512-gb-m2-pcie-96274339.html
";"GIGABYTE G5 MD 51DE123SD, Notebook mit 15,6 Zoll Display, Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3050 Ti, Schwarz
Produkt bewerten| Art.-Nr. 96274339 | GIGABYTE";1104.;39.6 cm / 15.6 Zoll;1920 x 1080;Nein;Full-HD;39.6 cm;15.6 Zoll;;IPS (In-Plane Switching);;DDR4;16 GB;;Intel® Core™ i5;Intel®;Core™ i5;i5-11400H;2.2 GHz;6;12;4,5 GHz;;;;;;;;;;;;2;16 GB;;;;;;;;;;;;;64 GB;;;;;;;
"https://www.mediamarkt.de/de/product/_hp-victus-16-d0357ng-gaming-notebook-mit-161-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-geforcer-gtx-1650-mica-silver-2731462.html
";"HP VICTUS 16-D0357NG, Gaming Notebook mit 16,1 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, GeForce® GTX 1650, Mica Silver
Produkt bewerten| Art.-Nr. 2731462 | HP";989.;40.9 cm / 16.1 Zoll;1.920 x 1.080 Pixel;;Full-HD;40.9 cm;16.1 Zoll;16:9;IPS (In-Plane Switching);;DDR4;16 GB;2x 8 GB;Intel® Core™ i5-11400H Prozessor (12 MB Cache, bis zu 4,50 GHz);Intel®;Core™ i5;i5-11400H;2.7 GHz;6;12;;250 cd/m²;;;;;;IPS;;;;;;;;;;;;;;;;;;;;Schnellladung (50% in 30 Minuten);;;;;;
"https://www.mediamarkt.de/de/product/_lenovo-lenovo-yoga-slim-7i-premium-slim-notebook-mit-14-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intel-iris-xe-grafik-orchidee-2776181.html
";"LENOVO Lenovo Yoga Slim 7i, EVO, Premium Slim Notebook mit 14 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel Iris Xe Grafik, Orchidee
4.0 (1)| Art.-Nr. 2776181 | LENOVO";799.;35.56 cm / 14 Zoll;1920 x 1080 Pixel;;Full-HD;35.56 cm;14 Zoll;16:9;;matt, 100 % sRGB;DDR4;8 GB;;Intel® Core™ i5-1135G7 Prozessor (8 MB Cache, bis zu 4,20 GHz);Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;8;4.2 GHz;300 cd/m²;;;;;;IPS;;3200 MHz;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_hp-victus-16-d0367ng-gaming-notebook-mit-161-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-1-tb-ssd-geforce-rtx-3050-ti-mica-silver-2731463.html
";"HP VICTUS 16-D0367NG, Gaming Notebook mit 16,1 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 1 TB SSD, Nvidia GeForce RTX 3050 Ti, Mica Silver
Produkt bewerten| Art.-Nr. 2731463 | HP";1149.–;40.9 cm / 16.1 Zoll;1.920 x 1.080 Pixel;Nein;Full-HD;40.9 cm;16.1 Zoll;;IPS (In-Plane Switching);;DDR4;16 GB;2x 8 GB;Intel® Core™ i5-11400H Prozessor (12M Cache, bis zu 4,50 GHz);Intel®;Core™ i5;i5-11400H;2.7 GHz;6;12;4.5 GHz;250 cd/m²;;;;;;IPS;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-swift-3-sf314-511-53sn-mit-tastaturbeleuchtung-notebook-mit-14-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-intel-iris-xe-grafik-steam-blue-2770625.html
";"ACER Swift 3 (SF314-511-53SN) mit Tastaturbeleuchtung, EVO, Notebook mit 14 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, Intel Iris Xe Grafik, Steam Blue
1.0 (1)| Art.-Nr. 2770625 | ACER";799.;35.56 cm / 14 Zoll;1.920 x 1.080 Pixel;;Full-HD;35.56 cm;14 Zoll;16:9;IPS (In-Plane Switching);;LPDDR4X;16 GB;;Intel® Core™ i5-1135G7 Prozessor (bis zu 4,20 GHz mit Intel® Turbo-Boost-Technik 2.0, 8 MB Intel® Cache);Intel®;Core™ i5;i5-1135G7;2.40 GHz;4;8;4.20 GHz;;;;;;;;Intel Cache;;8 MB;Integrated SOC;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-swift-sf314-511-5454-notebook-mit-14-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-intel-iris-xe-grafik-silber-2779651.html
";"ACER Swift 3 (SF314-511-5454) mit Tastaturbeleuchtung, Notebook mit 14 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, Intel Iris Xe Grafik, Silber
Produkt bewerten| Art.-Nr. 2779651 | ACER";749.;35.6 cm / 14 Zoll;1.920 x 1.080 Pixel;Nein;Full-HD;35.6 cm;14 Zoll;;IPS (In-Plane Switching);Matt Display-Oberfläche;LPDDR4X;16 GB;;Intel® Core™ i5-1135G7 Prozessor (bis zu 4,20 GHz mit Intel® Turbo-Boost-Technik 2.0, 8 MB Intel® Cache);Intel®;Core™ i5;i5-1135G7;2.40 GHz;4;8;4.20 GHz;;;;;;;IPS;;;8 MB;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-travelmate-p2-tmp215-53-53nm-mit-tastaturbeleuchtung-convertible-mit-156-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-256-gb-ssd-intel-iris-xe-graphics-schwarz-2716008.html
";"ACER TravelMate P2 (TMP215-53-53NM) mit Tastaturbeleuchtung, Convertible mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 256 GB SSD, Intel Iris Xe Graphics, Schwarz
Produkt bewerten| Art.-Nr. 2716008 | ACER";909.–;39.62 cm / 15.6 Zoll;1.920 x 1.080;Nein;Full-HD;39.62 cm;15.6 Zoll;16:9;IPS (In-Plane Switching);Acer ComfyView Full-HD IPS Display mit LED-Backlight (matt);DDR4;8 GB;1x 8 GB;Intel® Core™ i5-1135G7 Prozessor (bis zu 4,20 GHz mit Intel® Turbo-Boost-Technik 2.0, 8 MB Intel® Cache);Intel®;Core™ i5;i5-1135G7;2.40 GHz;4;8;4.20 GHz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_medion-s15447-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intelr-uhd-graphics-titan-grey-2800699.html
";"MEDION S15447, Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel® UHD Graphics, Titan Grey
Produkt bewerten| Art.-Nr. 2800699 | MEDION";529.;39.5 cm / 15.6 Zoll;1.920 x 1.080;Nein;Full-HD;39.5 cm;15.6 Zoll;;AHVA (Advanced Hyper-Viewing Angle);;DDR4;8 GB;1 x 8 GB;Intel® Core™ i5-10210U Prozessor 6 MB Cache, bis zu 4,20 GHz;Intel®;Core™ i5;i5-10210U;1.6 GHz;4;8;4.2 GHz;;;;;;;Matt;;;;;;;;;;;;;;;;;;;1 TB;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-extensa-15-ex215-52-59f3-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intel-uhd-graphics-schwarz-2716007.html
";"ACER Extensa 15 (EX215-52-59F3), Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel UHD Graphics, Schwarz
Produkt bewerten| Art.-Nr. 2716007 | ACER";709.–;39.62 cm / 15.6 Zoll;1.920 x 1.080 Pixel;Nein;Full-HD;39.62 cm;15.6 Zoll;16:9;TN (Twisted Nematic);Acer ComfyView Full HD Display mit LED-Backlight (matt);DDR4;8 GB;2x 4 GB;Intel® Core™ i5 Prozessor 1035G1 (6 MB Cache, bis zu 3,60 GHz);Intel®;Core™ i5;i5-1035G1;1.0 GHz;4;8;3.6 GHz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_hp-probook-440-g7-2671249.html
";"HP ProBook 440 G7, Notebook mit 14 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 256 GB SSD, Intel® UHD Graphics, Silber
Produkt bewerten| Art.-Nr. 2671249 | HP";886.–;35.6 cm / 14 Zoll;1.920 x 1.080 Pixel;Nein;Full-HD;35.6 cm;14 Zoll;16:9;IPS (In-Plane Switching);;DDR4;8 GB;1 x 8 GB;Intel® Core™ i5-10210U Prozessor (bis zu 4,20 GHz mit Intel® Turbo-Boost-Technik 2.0, 6 MB Intel® Cache);Intel®;Core™ i5;i5-10210U;1.6 GHz;4;;;250 cd/m²;;;;;;IPS;;2.400 MHz;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-b2b-surface-laptop-2-2502378.html
";"MICROSOFT - B2B Surface Laptop 2, Notebook mit 13,5 Zoll Display Touchscreen, Intel® Core™ i5 Prozessor, 8 GB RAM, 256 GB SSD, Intel® UHD-Grafik 620, Platin Grau
Produkt bewerten| Art.-Nr. 2502378 | MICROSOFT - B2B";1699.–;34.2 cm / 13.5 Zoll;2.256 x 1.504 Pixel;Ja;;34.2 cm;13.5 Zoll;3:2;;;LPDDR3;8 GB;;Intel® Core™ i5-8350U Prozessor (bis zu 3,60 GHz mit Intel® Turbo-Boost-Technik 2.0, 6 MB Intel® Cache);Intel®;Core™ i5;i5-8350U;;;;3.60 GHz;;;Intel® UHD-Grafik 620;Intel®;SSD , 256 GB;SSD;;Intel® Cache;;6 MB;;;;;;;Ja;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-b2b-surface-laptop-3-2609350.html
";"MICROSOFT - B2B Surface Laptop 3, Notebook mit 13,5 Zoll Display Touchscreen, Intel® Core™ i5 Prozessor, 8 GB RAM, 256 GB SSD, Intel® Iris™ Plus Grafik, Kobalt Blau
Produkt bewerten| Art.-Nr. 2609350 | MICROSOFT - B2B";1549.–;34.3 cm / 13.5 Zoll;2.256 x 1.504 Pixel;Ja;;34.3 cm;13.5 Zoll;3:2;;;LPDDR4X;8 GB;;Intel® Core™ i5-1035G7 Prozessor (bis zu 3,70 GHz mit Intel® Turbo-Boost-Technik 2.0, 6 MB Intel® Cache);Intel®;Core™ i5;i5-1035G7;1.2 GHz;4;;3.7 GHz;;;Intel® Iris™ Plus Grafik;;;;Pixel Sense;Intel Cache;3733 MHz;6 MB;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-b2b-surface-laptop-3-2618166.html
";"MICROSOFT - B2B Surface Laptop 3, Notebook mit 13,5 Zoll Display Touchscreen, Intel® Core™ i5 Prozessor, 8 GB RAM, 256 GB SSD, Intel® Iris™ Plus Grafik, Kobalt Blau
Produkt bewerten| Art.-Nr. 2618166 | MICROSOFT - B2B";1549.–;34.3 cm / 13.5 Zoll;2.256 x 1.504 Pixel;Ja;;34.3 cm;13.5 Zoll;3:2;;;LPDDR4X;8 GB;;Intel® Core™ i5-1035G7 Prozessor (bis zu 3,70 GHz mit Intel® Turbo-Boost-Technik 2.0, 6 MB Intel® Cache);Intel®;Core™ i5;i5-1035G7;1.2 GHz;4;;3.7 GHz;;;Intel® Iris™ Plus Grafik;;;;Pixel Sense;Intel Cache;3733 MHz;6 MB;;;;;;;;;;;;;;;;;;;;;;;
